Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	½Å±¾Ãû(²ÎÊı1)	¼¼ÄÜID£¨²ÎÊı1£©	²ÎÊı2(ÊÍ·¨ÀàĞÍ)	²ÎÊı3(ÊÇ·ñ¹ã²¥)	²ÎÊı4(ÊÇ·ñÓĞµÈ¼¶¸ÅÄî)	²ÎÊı5(ÊÇ·ñ¿É·Å¿ì½İÀ¸)
Hép §ång hµnh MËt tŞch (DŞch Cèt Kinh) 	6	1	944	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã DŞch Cèt Kinh cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Thóc Th©n ThuËt) 	6	1	945	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Thóc Th©n ThuËt cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Ho·n Th©n ThuËt) 	6	1	946	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Ho·n Th©n ThuËt cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (HuyÒn Môc §Şnh Th©n ThuËt) 	6	1	947	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã HuyÒn Môc §Şnh Th©n ThuËt cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (İch Thä ¢m D­¬ng) 	6	1	948	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã İch Thä ¢m D­¬ng cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (An Phñ Chi Ng÷) 	6	1	949	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã An Phñ Chi Ng÷ cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Tam Sinh H÷u H¹nh) 	6	1	950	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Tam Sinh H÷u H¹nh cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Quû Mª Ma HoÆc) 	6	1	951	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Quû Mª Ma HoÆc cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (§o¹t MÖnh TriÒn NhiÔu) 	6	1	952	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã §o¹t MÖnh TriÒn NhiÔu cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Yªu Hå Tr¸i ¶nh) 	6	1	953	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Yªu Hå Tr¸i ¶nh cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (HoÆc ThÇn Lo¹n T©m) 	6	1	954	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã HoÆc ThÇn Lo¹n T©m cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (C« Th©n To¸i ¶nh) 	6	1	955	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã C« Th©n To¸i ¶nh cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Tö Vong Ki B¸n) 	6	1	956	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Tö Vong Ki B¸n cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Th©m Hån NiÖm X­íng) 	6	1	957	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Th©m Hån NiÖm X­íng cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (CËp Hån Chó) 	6	1	958	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã CËp Hån Chó cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Hãa Tñy V« ı) 	6	1	959	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Hãa Tñy V« ı cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Dung Cèt V« Tung) 	6	1	960	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Dung Cèt V« Tung cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (¸m §éc Chi Thñ) 	6	1	961	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã ¸m §éc Chi Thñ cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Tam Phôc Chi Khİ) 	6	1	962	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Tam Phôc Chi Khİ cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Kü n¨ng kh¸ng tİnh) 	6	1	963	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>Kim Cang BÊt ph¸, B¸ch §éc BÊt X©m, B¨ng TuyÕt S¬ Dung, Ch©n Háa Kh¸ng Lùc, L«i §×nh Hé gi¸p<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Kü n¨ng thÕ giíi) 	6	1	964	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>An Phñ Chi Ng÷, B×nh Hoµ Khİ QuyÕt, H­ Kh«ng ThiÓm ¶nh, Ngò Hµnh V« T­íng, Di Khİ Phiªu Tung, Hoa Phi §iÖp Vò, DŞch Cèt Kinh, İch Thä ¢m D­¬ng, Tam Sinh H÷u H¹nh<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Kim) 	6	1	965	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>Héi ThÇn TÜnh t©m, V« NiÖm V« Kinh, Quû Mª Ma HoÆc, §o¹t MÖnh TriÒn NhiÔu, Tö Vong Ki B¸n<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Méc) 	6	1	966	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>Tİnh Ng¹o Tam §«ng, §iÓm HuyÕt TiÖt M¹ch, CËp Hån Chó, ¸m §éc Chi Thñ<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Thñy) 	6	1	967	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>Ng­ng ¢m Quy Nguyªn, Ho·n Th©n ThuËt, C« Th©n To¸i ¶nh, Th©m Hån NiÖm X­íng<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Háa) 	6	1	968	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>Th©n Khinh Nh­ YÕn, Yªu Hå Tr¸i ¶nh, HoÆc ThÇn Lo¹n T©m, Hãa Tñy V« ı<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Thæ) 	6	1	969	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>V« Nh©n V« Ng·, V¹n §éc BÊt Phôc, HuyÒn Môc §Şnh Th©n ThuËt, Dung Cèt V« Tung, Tam Phôc Chi Khİ<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §¹i B¹ch C©u Hoµn	6	1	970	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong cã 10 viªn  §¹i B¹ch C©u		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §¹i B¹ch C©u hoµn	6	1	971	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong cã 10 viªn  §¹i B¹ch C©u		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao MÆt n¹ 	6	1	972	\spr\item\script\item_chrismasbox.spr	377	1	1	Chøa ngÉu nhiªn MÆt n¹ ThiÕu Niªn Kim Phong, Thanh Niªn Kim Phong		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao MÆt n¹ 	6	1	973	\spr\item\script\item_chrismasbox.spr	377	1	1	Chøa ngÉu nhiªn MÆt n¹ ThiÕu Niªn H¶i §­êng, Thanh Niªn H¶i §­êng		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao MÆt n¹ 	6	1	974	\spr\item\script\item_chrismasbox.spr	377	1	1	Chøa ngÉu nhiªn MÆt n¹ ThiÕu Niªn TiÕu S­¬ng, Thanh Niªn TiÕu S­¬ng		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao MÆt n¹ 	6	1	975	\spr\item\script\item_chrismasbox.spr	377	1	1	Chøa ngÉu nhiªn MÆt n¹ ThiÕu Niªn Háa NhËn, Thanh Niªn Háa NhËn		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao MÆt n¹ 	6	1	976	\spr\item\script\item_chrismasbox.spr	377	1	1	Chøa ngÉu nhiªn MÆt n¹  ThiÕu Niªn L«i KiÕm, Thanh Niªn L«i KiÕm		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
§¹i B¹ch C©u hoµn (Kü n¨ng) 	6	1	977	\spr\item\medecine\baijuwan_skill.spr	19	1	1	Sö dông cã thÓ rêi m¹ng 8 giê vÉn tù ®éng t¨ng cÊp kü n¨ng 90		10000	1	0	\script\item\jinengdabaijuwan.lua	0	1	1	0	0
Gia Tèc hoµn	6	1	978	\spr\item\medecine\obj-potion30.spr	369	1	1	Sö dông khiÕn ®èi ph­¬ng gi¶m tèc ®é trong 10 gi©y		10000	1	1	\script\item\chrismas\jiasuwan.lua	0	1	1	0	1
B¨ng S­¬ng HiÖu gi¸c 	6	1	979	\spr\item\songjin\clarion.spr	386	1	1	Sö dông khiÕn ®èi ph­¬ng gi¶m tèc ®é trong 10 gi©y		10000	1	1	\script\item\chrismas\bingshuanghaojiao.lua	0	1	1	0	1
B¹o L«i HiÖu gi¸c	6	1	980	\spr\item\songjin\clarion.spr	386	1	1	Sö dông khiÕn ®èi ph­¬ng bŞ cho¸ng trong 5 gi©y		10000	1	1	\script\item\chrismas\baoleihaojiao.lua	0	1	1	0	1
HuyÔn Hu©n H·m TÜnh	6	1	981	\spr\item\songjin\token.spr	385	1	1	Sö dông khiÕn ®èi ph­¬ng bŞ cho¸ng trong 10 gi©y		10000	1	1	\script\item\chrismas\xuanyunxianjing.lua	0	1	1	0	1
HuyÒn Thiªn H·m TÜnh	6	1	982	\spr\item\songjin\token.spr	385	1	1	Sö dông khiÕn ®èi ph­¬ng bŞ cho¸ng trong 15 gi©y		10000	1	1	\script\item\chrismas\xuantianxianjing.lua	0	1	1	0	1
S­¬ng Gi¸ng H·m TÜnh	6	1	983	\spr\item\songjin\token.spr	385	1	1	Sö dông khiÕn ®èi ph­¬ng gi¶m tèc ®é trong 15 gi©y		10000	1	1	\script\item\chrismas\chihuanxianjing.lua	0	1	1	0	1
B¨ng Phong H·m TÜnh	6	1	984	\spr\item\songjin\token.spr	385	1	1	Sö dông khiÕn ®èi ph­¬ng gi¶m tèc ®é trong 25 gi©y		10000	1	1	\script\item\chrismas\bingfengxianjing.lua	0	1	1	0	1
Cµn Kh«n Na Di phï 	6	1	985	\spr\item\special\Obj_TownPortal.spr	38	1	1	NhÊn chuét ph¶i ®Ó sö dông, cã thÓ ®Õn bÊt cø vŞ trİ nµo trªn b¶n ®å.		10000	1	1	\script\item\chrismas\qiankunruoyifu.lua	0	1	1	0	1
Di H×nh Ho¸n ¶nh phï 	6	1	986	\spr\item\special\Obj_TownPortal.spr	38	1	1	NhÊn chuét ph¶i ®Ó sö dông, cã thÓ ®Õn vŞ trİ muèn ®Õn.		10000	1	1	\script\item\chrismas\yixinghuanyingfu.lua	0	1	1	0	1
§én §Şa phï 	6	1	987	\spr\item\special\Obj_TownPortal.spr	38	1	1	NhÊn chuét ph¶i ®Ó sö dông, cã thÓ ®Õn bÊt cø vŞ trİ nµo trªn b¶n ®å.		10000	1	1	\script\item\chrismas\dundifu.lua	0	1	1	0	1
Kinh nghiÖm phï (cao cÊp) 	6	1	988	\spr\item\questkey\taskobj126.spr	336	1	1	Néi trong 30 gi©y ®iÓm kinh nghiÖm t¨ng gÊp bèn.		10000	1	1	\script\item\chrismas\gaojijingyanlingpai.lua	0	1	1	0	1
Kinh nghiÖm phï 	6	1	989	\spr\item\questkey\taskobj126.spr	336	1	1	Néi trong 30 gi©y ®iÓm kinh nghiÖm t¨ng gÊp ®«i.		10000	1	1	\script\item\chrismas\jingyanlingpai.lua	0	1	1	0	1
L«i Tèc hoµn	6	1	990	\spr\item\medecine\obj-potion30.spr	369	1	1	Sö dông khiÕn ®èi ph­¬ng gi¶m tèc ®é trong 20 gi©y		10000	1	1	\script\item\chrismas\leisuwan.lua	0	1	1	0	1
Thiªn L«i Ngäc	6	1	991	\spr\item\questkey\taskobj017.spr	372	1	1	Sö dông khiÕn ®èi ph­¬ng bŞ cho¸ng trong 5 gi©y		10000	1	1	\script\item\chrismas\tianleiyu.lua	0	1	1	0	1
HuyÒn B¨ng Ngäc	6	1	992	\spr\item\questkey\taskobj056.spr	372	1	1	Sö dông khiÕn ®èi ph­¬ng gi¶m tèc ®é trong 20 gi©y		10000	1	1	\script\item\chrismas\xuanbingyu.lua	0	1	1	0	1
L«i ThÇn Ngäc	6	1	993	\spr\item\questkey\taskobj089.spr	372	1	1	Sö dông khiÕn ®èi ph­¬ng bŞ cho¸ng trong 10 gi©y		10000	1	1	\script\item\chrismas\leishenyu.lua	0	1	1	0	1
Hµn Phong Ngäc	6	1	994	\spr\item\questkey\taskobj098.spr	372	1	1	Sö dông khiÕn ®èi ph­¬ng gi¶m tèc ®é trong 10 gi©y		10000	1	1	\script\item\chrismas\hanfengyu.lua	0	1	1	0	1
Hép L«i Tèc hoµn	6	1	995	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa  10 L«i Tèc hoµn.		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép Cµn Kh«n Na Di	6	1	996	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa  10 Cµn Kh«n Na Di phï 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép Di H×nh Ho¸n ¶nh	6	1	997	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa 10 Di H×nh Ho¸n ¶nh phï.		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép HuyÒn Thiªn H·m TÜnh	6	1	998	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa 10 HuyÒn Thiªn H·m TÜnh		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép B¨ng Phong H·m TÜnh	6	1	999	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa 10 B¨ng Phong H·m TÜnh		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép Kinh nghiÖm phï (cao cÊp) 	6	1	1000	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa  10  Kinh nghiÖm phï (cao cÊp) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép L«i ThÇn Ngäc	6	1	1001	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa  10 L«i ThÇn Ngäc		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép HuyÒn B¨ng Ngäc	6	1	1002	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa  10 HuyÒn B¨ng Ngäc		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép B¨ng S­¬ng HiÖu gi¸c 	6	1	1003	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa  10 B¨ng S­¬ng HiÖu gi¸c 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép B¹o L«i HiÖu gi¸c	6	1	1004	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa 10 B¹o L«i HiÖu gi¸c		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
H¹t May m¾n 	6	1	1005	\spr\item\questkey\seed_lucky.spr	380	1	1	nhÊn chuét ph¶i ®Ó trång, nÕu thµnh c«ng sÏ nhËn ®­îc quµ Noel.		50	1	0	\script\item\seed_lucky.lua	0	1	1	0	0
H¹t Hoa Hång  	6	1	1006	\spr\item\questkey\seed_rose.spr	380	1	1	nhÊn chuét ph¶i ®Ó trång, nÕu thµnh c«ng sÏ nhËn ®­îc quµ Noel.		50	1	0	\script\item\seed_rose.lua	0	1	1	0	0
H¹t Thñy Tinh	6	1	1007	\spr\item\questkey\seed_crystal.spr	380	1	1	nhÊn chuét ph¶i ®Ó trång, nÕu thµnh c«ng sÏ nhËn ®­îc quµ Noel.		50	1	0	\script\item\seed_crystal.lua	0	1	1	0	0
H¹t Hoµng Kim	6	1	1008	\spr\item\questkey\seed_gold.spr	380	1	1	nhÊn chuét ph¶i ®Ó trång, nÕu thµnh c«ng sÏ nhËn ®­îc quµ Noel.		50	1	0	\script\item\seed_gold.lua	0	1	1	0	0
Ma Tóy HiÖu gi¸c	6	1	1009	\spr\item\songjin\clarion.spr	386	1	1	Sö dông khiÕn ®èi ph­¬ng bŞ cho¸ng trong 5 gi©y		10000	1	1	\script\item\chrismas\xuantianzhen.lua	0	1	1	0	1
CÊp §«ng HiÖu gi¸c	6	1	1010	\spr\item\songjin\clarion.spr	386	1	1	Sö dông khiÕn ®èi ph­¬ng gi¶m tèc ®é trong 10 gi©y		10000	1	1	\script\item\chrismas\xuanyunzhen.lua	0	1	1	0	1
ChiÕu th­ Vâ L©m Minh Chñ 	6	1	1011	\spr\item\questkey\taskobj022.spr	41	1	1	ChiÕu th­ cña Vâ L©m minh chñ ph¸t tÆng cho c¸c hiÖp kh¸ch nh©n ngµy tÕt Nguyªn ®¸n		1	1	0	\script\item\newyear2006_item.lua	0	1	1	0	1
Quµ mµu Xanh	6	0	1012	\spr\item\questkey\blueflower.spr	377	1	1	Cã thÓ t¹o nªn mét trËn m­a hoa hång.		10000	1	1	0	688	1	1	0	1
Hoa TuyÕt 	6	0	1013	\spr\item\questkey\snow.spr	377	1	1	Hoa tuyÕt r¬i rÊt ®Ñp.		10000	1	1	0	681	1	1	0	1
Hép lÔ vËt Xanh	6	1	1014	\spr\item\script\item_chrismasbox.spr	377	1	1	NhÊn chuét ph¶i ®Ó sö dông		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép Hoa TuyÕt	6	1	1015	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong bao gåm 10 b«ng.		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
ThiÖp Nh­ ı 	6	1	1016	\spr\item\questkey\card_xnk.spr	38	1	1	NhÊn chuét ph¶i ®Ó sö dông.		50	1	0	\script\item\card_diy.lua	0	1	1	0	0
Hoa	6	0	1017	\spr\item\magic\icon_item_baozhu.spr	334	1	1	VËt phÈm kh«ng thÓ thiÕu trong ngµy vui.		50	1	1	0	687	1	1	0	1
Hép hoa	6	1	1018	\spr\item\script\item_chrismasbox.spr	377	1	1	NhÊn chuét ph¶i ®Ó sö dông.		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
TrÊn Bang Th¹ch	6	1	1019	\spr\item\questkey\taskobj017.spr	41	1	1	Lo¹i kho¸ng th¹ch gióp t¨ng tØ lÖ thµnh c«ng khi kh¶m n¹m trang bŞ HuyÒn Tinh, trang bŞ hoµng kim...		100	1	1	\script\item\tongstone.lua	0	1	1	1	0
LÖnh bµi 	6	2	1020	\spr\item\songjin\token.spr	385	1	1	\script\item\taskitem_show.lua		100	1	0	\script\item\random_taskbook_tongex.lua	0	1	1	0	0
Bang Héi thÇn mËt hång bao	6	1	1021	\spr\item\obj_item_jixiang.spr	347	1	1	Sö dông cã thÓ nhËn ®­îc vËt phÈm quı.		100	1	0	\script\item\shenmi_hongbao.lua	0	1	1	0	0
Boss TriÖu Ho¸n Phï 	6	1	1022	\spr\item\questkey\taskobj119.spr	41	1	1	Chiªu ho¸n phï. Cã thÓ gäi ®­îc 1 hoÆc 2 Boss Hoµng Kim ®Ó tù ®¸nh		100	1	0	\script\item\bosscharm.lua	0	1	1	1	0
B¸nh ch­ng ThËp cÈm	6	1	1023	\spr\item\yn_chunjie\yn_chunbing_bei.spr	440	1	1	Sö dông sÏ nhËn ®­îc 10.000 hoÆc 15.000 hoÆc 20.000 ®iÓm kinh nghiÖm.		100	1	0	\script\event\yn_chunjie\xiangjiaochunbing.lua	0	1	1	0	0
B¸nh tĞt nh©n ®Ëu	6	1	1024	\spr\item\yn_chunjie\yn_chunbing_nan.spr	439	1	1	Néi trong 10 phót, Sinh lùc vµ Néi lùc sÏ t¨ng 50%.		100	1	0	\script\event\yn_chunjie\lvdouchunbing.lua	0	1	1	0	0
B¸nh tĞt thËp cÈm	6	1	1025	\spr\item\yn_chunjie\yn_chunbing_nan.spr	439	1	1	¡n vµo sÏ t¨ng 500.000 ®iÓm kinh nghiÖm.		100	1	0	\script\event\yn_chunjie\shijinchunbing.lua	0	1	1	0	0
B¸nh Ch­ng th­îng h¹ng	6	1	1026	\spr\item\yn_chunjie\yn_chunbing_bei.spr	440	1	1	¡n vµo sÏ t¨ng 3.000.000 ®iÓm kinh nghiÖm		100	1	0	\script\event\yn_chunjie\shuijingchunbing.lua	0	1	1	0	0
TiÓu Hång bao	6	1	1027	\spr\item\obj_item_jixiang.spr	347	1	1	Bªn trong cã 5 ph¸o hoa +10 v¹n ng©n l­îng		100	1	0	\script\event\yn_chunjie\xiaohongbao.lua	0	1	1	0	0
§¹i Hång bao	6	1	1028	\spr\item\obj_item_jixiang.spr	347	1	1	Bªn trong cã 5 ph¸o hoa +10 v¹n ng©n l­îng+ 1 Phi phong		100	1	0	\script\event\yn_chunjie\dahongbao.lua	0	1	1	0	0
Bao l× x× n¨m míi (tiÓu) 	6	1	1029	\spr\item\obj_item_jixiang.spr	347	1	1	NhÊp chuét ph¶i më. Trong cã 88888 l­îng.		100	1	0	\script\event\ma_chunjie\hongbao_xiao.lua	0	1	1	0	0
Bao l× x× n¨m míi (®¹i) 	6	1	1030	\spr\item\obj_item_jixiang.spr	347	1	1	NhÊp chuét ph¶i më. Trong cã 888888 l­îng.		100	1	0	\script\event\ma_chunjie\hongbao_da.lua	0	1	1	0	0
Ph¸o	6	1	1031	\spr\item\ma_chunjie\firecracker.spr	41	1	1	VËt phÈm kh«ng thÓ thiÕu trong nh÷ng ngµy lÔ tiÕt.		100	1	0	\script\event\ma_chunjie\bianpao.lua	0	1	1	0	0
Ph¸o Phóc Léc 	6	1	1032	\spr\item\ma_chunjie\firecracker.spr	41	1	1	Néi 30 phót t¨ng 30 ®iÓm may m¾n.		100	1	0	\script\event\ma_chunjie\bianpao.lua	0	1	1	0	0
Ph¸o Phóc Thä 	6	1	1033	\spr\item\ma_chunjie\firecracker.spr	41	1	1	Néi 30 phót t¨ng gÊp ®«i ®iÓm kinh nghiÖm luyÖn c«ng		100	1	0	\script\event\ma_chunjie\bianpao.lua	0	1	1	0	0
Ph¸o May m¾n	6	1	1034	\spr\item\ma_chunjie\firecracker.spr	41	1	1	Néi 30 phót m×nh cïng tæ ®éi t¨ng ®«i kinh nghiÖm + 30 ®iÓm may m¾n		100	1	0	\script\event\ma_chunjie\bianpao.lua	0	1	1	0	0
B¹o L«i Cæ 	6	1	1035	\spr\item\questkey\taskobj005.spr	41	1	1	Sö dông khiÕn cho ®èi ph­¬ng bŞ cho¸ng 5 gi©y.		1000	1	1	\script\item\springfestival2006\nianshou\baoleigu.lua	0	1	1	0	1
B¨ng S­¬ng Cæ 	6	1	1036	\spr\item\questkey\taskobj005.spr	41	1	1	Sö dông khiÕn ®èi ph­¬ng bŞ chËm 5 gi©y.		1000	1	1	\script\item\springfestival2006\nianshou\bingshuanggu.lua	0	1	1	0	1
§Şa Ph¸ch Cæ 	6	1	1037	\spr\item\questkey\taskobj005.spr	41	1	1	Sö dông khiÕn ®èi ph­¬ng bŞ cho¸ng 10 gi©y.		1000	1	1	\script\item\springfestival2006\nianshou\dihungu.lua	0	1	1	0	1
Hçn ThuÇn Cæ 	6	1	1038	\spr\item\questkey\taskobj046.spr	41	1	1	Sö dông khiÕn cho c¸c ®èi thñ bŞ chuyÓn ®i mét khu vùc bÊt kú kh¸c.		1000	1	1	\script\item\springfestival2006\nianshou\hundungu.lua	0	1	1	0	1
Kim ThiÒn Cæ 	6	1	1039	\spr\item\questkey\taskobj046.spr	41	1	1	Sö dông trong 5 gi©y t¨ng phßng thñ tuyÖt ®èi		1000	1	1	\script\item\springfestival2006\nianshou\jinchangu.lua	0	1	1	0	1
L«i ThÇn Cæ 	6	1	1040	\spr\item\questkey\taskobj047.spr	41	1	1	Sö dông khiÕn cho ®èi ph­¬ng bŞ cho¸ng 10 gi©y.		1000	1	1	\script\item\springfestival2006\nianshou\leishengu.lua	0	1	1	0	1
